SAMPID,SMATSSCR,SMCENTER,SMPTHNTS,SMRIN,SMTS,SMTSD,SMUBRID,SMTSISCH,SMTSPAX,SMTSTPTREF,SMNABTCH,SMNABTCHT,SMNABTCHD,SMGEBTCH,SMGEBTCHD,SMGEBTCHT,SMAFRZE,SMGTC,SME2MPRT,SMCHMPRS,SMNTRART,SMNUMGPS,SMMAPRT,SMEXNCRT,SM550NRM,SMGNSDTC,SMUNMPRT,SM350NRM,SMRDLGTH,SMMNCPB,SME1MMRT,SMSFLGTH,SMESTLBS,SMMPPD,SMNTERRT,SMRRNANM,SMRDTTL,SMVQCFL,SMMNCV,SMTRSCPT,SMMPPDPR,SMCGLGTH,SMGAPPCT,SMUNPDRD,SMNTRNRT,SMMPUNRT,SMEXPEFF,SMMPPDUN,SME2MMRT,SME2ANTI,SMALTALG,SME2SNSE,SMMFLGTH,SME1ANTI,SMSPLTRD,SMBSMMRT,SME1SNSE,SME1PCTS,SMRRNART,SME1MPRT,SMNUM5CD,SMDPMPRT,SME2PCTS
GTEX-X261-0011-R6B-SM-4E3J8,,"B1, A1",,5.9,Brain,Brain - Nucleus accumbens (basal ganglia),1882,,,Actual Death,BP-35959,RNA isolation_PAXgene Tissue miRNA,2/11/13,LCSET-3416,7/12/13,TrueSeq.v1,USE ME,,0.910632,68854,0.97273284,1202,0.9231264,0.9282246,0.22840956,23905,0.37381008,0.8112962,76,33.615112,0.006190411,309,17718800,87492755,0.027170788,13013499,94778738,10276882,0.7074528,139428,42324626,91795,0.051749837,0,0.044508144,0.34507394,0.8568687,32705671,0.003247549,18794910,5646949,19379100,303,19418096,5521065,0.004738896,19766889,50.445057,0.137304,0.93562084,784,0.62618995,50.76517
GTEX-X261-0011-R8A-SM-4E3I5,,"B1, A1",,7.4,Brain,Brain - Hypothalamus,1898,,,Actual Death,BP-35959,RNA isolation_PAXgene Tissue miRNA,2/11/13,LCSET-3416,7/12/13,TrueSeq.v1,USE ME,,0.91962135,110628,0.9652741,783,0.93026423,0.8968834,0.2502357,26728,0.7006469,0.783111,76,63.842995,0.005769385,315,59928827,88384688,0.034376882,4640398,95010308,10039562,0.59737563,150692,42720339,49756,0.027803747,0,0.06839071,0.65178674,0.83433855,61926457,0.002716774,18558469,4522904,18819228,266,18998800,13587723,0.004260541,19238448,50.31337,0.048840996,0.9409071,857,0.29935312,50.34882
GTEX-X4EP-0011-R10B-SM-4QASJ,,"C1, A1",,7.2,Brain,Brain - Frontal Cortex (BA9),9834,,,Actual Death,BP-32212,RNA isolation_PAXgene Tissue miRNA,10/16/12,LCSET-3737,8/30/13,TrueSeq.v1,USE ME,,0.92591524,93159,0.96659964,829,0.93279225,0.8895248,0.29295295,25948,0.7721609,0.83035845,76,53.32983,0.007093696,179,66849271,69143365,0.03306845,3568458,74125152,3909002,0.6631357,148165,33438892,61199,0.035001457,0,0.07707487,0.7202657,0.82974184,53389804,0.002919032,14406164,2802116,14570752,164,14626407,10044349,0.005021753,14779505,50.26032,0.048140988,0.9396692,858,0.22783907,50.283997
GTEX-X4EP-0011-R5A-SM-3P628,,"C1, A1",,8.3,Brain,Brain - Caudate (basal ganglia),1873,,,Actual Death,BP-31773,RNA isolation_PAXgene Tissue miRNA,10/4/12,LCSET-2386,12/16/12,TrueSeq.v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTEX-X4EP-0011-R6A-SM-3P629,,"C1, A1",,7.7,Brain,Brain - Nucleus accumbens (basal ganglia),1882,,,Actual Death,BP-31773,RNA isolation_PAXgene Tissue miRNA,10/4/12,LCSET-2386,12/16/12,TrueSeq.v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTEX-X4EP-0011-R8B-SM-4QASL,,"C1, A1",,7.7,Brain,Brain - Hypothalamus,1898,,,Actual Death,BP-32212,RNA isolation_PAXgene Tissue miRNA,10/16/12,LCSET-4214,10/17/13,TrueSeq.v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTEX-X4XX-0011-R10B-SM-46MWO,,"C1, A1",,7.9,Brain,Brain - Frontal Cortex (BA9),9834,,,Actual Death,BP-32212,RNA isolation_PAXgene Tissue miRNA,10/16/12,LCSET-2933,4/16/13,TrueSeq.v1,USE ME,,0.93805826,75012,0.9609201,871,0.9459587,0.87874043,0.26166257,24858,0.79418874,0.8364531,76,44.226883,0.002176176,189,64238708,58947095,0.038626008,2041739,62314664,4152826,0.6222641,144661,28601628,64236,0.035620235,0,0.082179606,0.7512697,0.8312521,46815121,0.002360785,12296567,2387587,12444221,176,12538070,8160620,0.00226771,12616501,50.155895,0.032764986,0.95385903,850,0.20581122,50.298405
GTEX-X4XX-0011-R5A-SM-46MWN,,"C1, A1",,7.1,Brain,Brain - Caudate (basal ganglia),1873,,,Actual Death,BP-31773,RNA isolation_PAXgene Tissue miRNA,10/4/12,LCSET-2933,4/16/13,TrueSeq.v1,USE ME,,0.93872935,77804,0.9686819,854,0.9465424,0.87885785,0.27076605,25143,0.7162166,0.8181614,76,41.923656,0.002333158,268,43760009,60924063,0.031033453,2912831,64364856,4343348,0.6077886,145664,29561575,63911,0.035802014,0,0.08982403,0.6779294,0.8318762,43634827,0.002519185,12710475,2690970,12933589,195,12978822,7856964,0.002425403,13088638,50.210636,0.04525499,0.95435536,849,0.28378338,50.43502
GTEX-X4XX-0011-R6B-SM-46MWP,,"C1, A1",,7.6,Brain,Brain - Nucleus accumbens (basal ganglia),1882,,,Actual Death,BP-31773,RNA isolation_PAXgene Tissue miRNA,10/4/12,LCSET-2933,4/16/13,TrueSeq.v1,USE ME,,0.9392517,70587,0.9631749,1027,0.9466807,0.8764247,0.27023965,24896,0.73607343,0.73541975,76,39.28572,0.002318037,185,45315969,57451896,0.036503844,2933280,60687718,4126612,0.6256103,144135,27890629,71784,0.038487688,0,0.086750194,0.6968266,0.8296944,42288817,0.002491502,12060296,2636754,12320604,174,12377381,6980969,0.002404088,12384826,50.01503,0.048333995,0.9541098,830,0.2639265,50.533836
GTEX-X4XX-0011-R8B-SM-46MWM,,"C1, A1",,6.9,Brain,Brain - Hypothalamus,1898,,,Actual Death,BP-32212,RNA isolation_PAXgene Tissue miRNA,10/16/12,LCSET-2933,4/16/13,TrueSeq.v1,USE ME,,0.93610996,77878,0.9671306,830,0.9449006,0.88461626,0.29275548,25820,0.68978,0.81172293,76,43.81829,0.002409948,242,42238859,66180316,0.032548454,3777507,70039448,4835894,0.6076532,148121,32083714,60052,0.03614901,0,0.08251429,0.6517736,0.83587444,45649859,0.00259242,13929557,2971554,14199601,211,14290129,8308823,0.002500335,14361936,50.12531,0.053933993,0.95369124,840,0.31021997,50.480007
GTEX-X4XX-3026-SM-3NMB2,1,C1,"4 pieces, up to 5.5x5mm;",7,Brain,Brain - Cortex,1870,383,1364,Actual Death,BP-31129,RNA isolation_PAXgene Tissue miRNA,9/14/12,LCSET-2385,12/16/12,TrueSeq.v1,USE ME,,0.9215383,106651,0.9511361,707,0.9321596,0.8513703,0.28905743,27061,0.65677345,0.8048022,76,64.44777,0.002948156,391,58670268,104530310,0.048554834,5652417,112137784,13643768,0.62927413,150218,50385534,51738,0.027746791,0,0.099765845,0.6122177,0.79361296,68652735,0.002993586,21569810,6034965,21902938,345,22171924,12724744,0.002970612,22272929,50.113625,0.050405998,0.9427808,862,0.34322652,50.383144
GTEX-X4XY-0011-R10B-SM-46MWS,,"C1, A1",,6.5,Brain,Brain - Frontal Cortex (BA9),9834,,,Actual Death,BP-32313,RNA isolation_PAXgene Tissue miRNA,10/18/12,LCSET-2933,4/16/13,TrueSeq.v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTEX-X4XY-0011-R6B-SM-46MVB,,"C1, A1",,6.2,Brain,Brain - Nucleus accumbens (basal ganglia),1882,,,Actual Death,BP-32313,RNA isolation_PAXgene Tissue miRNA,10/18/12,LCSET-2933,4/16/13,TrueSeq.v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTEX-X4XY-0011-R8A-SM-46MVC,,"C1, A1",,6.1,Brain,Brain - Hypothalamus,1898,,,Actual Death,BP-32313,RNA isolation_PAXgene Tissue miRNA,10/18/12,LCSET-2933,4/16/13,TrueSeq.v1,USE ME,,0.93874186,32277,0.9803671,1195,0.9465596,0.9404666,0.23329774,22011,0.3587899,0.78640074,76,22.677578,0.002234204,329,10815499,56327753,0.019538095,8208635,59507876,4022256,0.6696758,132207,27450036,101356,0.0631297,0,0.039900526,0.33961603,0.89020765,20209827,0.002437896,11964526,3289265,12325511,246,12255313,3470978,0.002335209,12429714,50.35325,0.13794199,0.95437735,756,0.6412102,50.743073
GTEX-X585-0011-R10A-SM-46MUY,,"C1, A1",,7.1,Brain,Brain - Frontal Cortex (BA9),9834,,,Actual Death,BP-34513,RNA isolation_PAXgene Tissue miRNA,12/18/12,LCSET-2933,4/16/13,TrueSeq.v1,USE ME,,0.9354002,81631,0.96719617,831,0.9443235,0.8881611,0.28601882,25382,0.8373978,0.7829552,76,53.199135,0.002107577,199,90526460,61386599,0.03212996,934329,65005902,4428262,0.60745406,146775,29725047,66417,0.038603403,0,0.079035036,0.7907744,0.8387114,51405005,0.002333927,12826646,2203465,12943846,176,13105562,10660253,0.002219683,13153334,50.09096,0.014372987,0.9532467,862,0.16260217,50.227394
GTEX-X585-0011-R5A-SM-46MVI,,"C1, A1",,7.7,Brain,Brain - Caudate (basal ganglia),1873,,,Actual Death,BP-32313,RNA isolation_PAXgene Tissue miRNA,10/18/12,LCSET-2933,4/16/13,TrueSeq.v1,USE ME,,0.9371489,77813,0.9595417,824,0.94472694,0.8731964,0.28233394,25275,0.75058025,0.8125688,76,41.32423,0.002287,207,48076100,56549574,0.040210027,3410296,59858116,3835720,0.66436964,145802,27441540,58723,0.032854013,0,0.08634526,0.7090934,0.8249322,42444997,0.002471055,11733989,2832693,11874651,173,11940383,7466062,0.002378289,12047068,50.222374,0.05697299,0.9523049,840,0.24941967,50.297905
GTEX-X585-0011-R6A-SM-46MVJ,,"C1, A1",,7.4,Brain,Brain - Nucleus accumbens (basal ganglia),1882,,,Actual Death,BP-32313,RNA isolation_PAXgene Tissue miRNA,10/18/12,LCSET-2933,4/16/13,TrueSeq.v1,USE ME,,0.9369738,77025,0.95968753,1014,0.9446869,0.8863545,0.253569,24844,0.72685874,0.7734938,76,39.3418,0.002292326,191,40948744,54134445,0.040047884,4015012,57304114,3755054,0.67354167,143814,26270378,74016,0.039245255,0,0.07333307,0.6866539,0.8373275,39348092,0.002473946,11261692,2784695,11405960,169,11466228,7248117,0.002382395,11571208,50.227844,0.07006499,0.9524001,814,0.27314132,50.318222
GTEX-X585-0011-R8A-SM-46MUX,,"C1, A1",,6.9,Brain,Brain - Hypothalamus,1898,,,Actual Death,BP-34513,RNA isolation_PAXgene Tissue miRNA,12/18/12,LCSET-2933,4/16/13,TrueSeq.v1,USE ME,,0.94039303,77060,0.9609099,810,0.94810957,0.8858885,0.3008395,25905,0.8150487,0.7902786,76,51.993202,0.002174635,199,78054072,62614651,0.03859779,2314294,66041574,4476488,0.61323863,148425,30385057,58272,0.033248715,0,0.07502148,0.7727555,0.8399194,51033991,0.002340219,13057408,2608935,13189681,184,13304408,10166324,0.002256753,13371295,50.125366,0.035042986,0.9558261,874,0.18495128,50.251976
GTEX-X585-3026-SM-46MWF,2,C1,"4 pieces, up to 5x5mm;",6.5,Brain,Brain - Cortex,1870,864,1065,Actual Death,BP-31492,RNA isolation_PAXgene Tissue miRNA,9/26/12,LCSET-2933,4/16/13,TrueSeq.v1,USE ME,,0.93763125,83023,0.97094935,766,0.9455913,0.87642217,0.2725354,25696,0.7749166,0.78150386,76,53.14064,0.002261001,225,63939939,65409705,0.028651055,1119501,69173338,4811756,0.6433087,147744,31689053,63043,0.034724258,0,0.09452717,0.73275435,0.8287372,50687066,0.002431437,13685833,2681708,13832364,193,13957098,10652494,0.002345502,14026505,50.124012,0.016183997,0.95355135,862,0.22508341,50.266243
GTEX-XLM4-0011-R10A-SM-4AT5P,,"C1, A1",,8,Brain,Brain - Frontal Cortex (BA9),9834,,,Actual Death,BP-34615,RNA isolation_PAXgene Tissue miRNA,12/20/12,LCSET-3137,5/15/13,TrueSeq.v1,USE ME,,0.93271405,66654,0.96661264,770,0.9389425,0.8888946,0.32705635,25273,0.7827418,0.74011505,76,49.046967,0.007692859,156,63483415,62453755,0.032918915,2533888,66514996,5833842,0.6037467,146554,30318056,52653,0.03158656,0,0.07771798,0.7349495,0.83462095,48885164,0.003877805,13152370,2822626,13297519,131,13337511,8941561,0.005797986,13462448,50.233093,0.03809499,0.94517094,888,0.2172582,50.274387
GTEX-XLM4-0011-R10A-SM-5S2TN,,"C1, A1",,8,Brain,Brain - Frontal Cortex (BA9),9834,,,Actual Death,BP-34615,RNA isolation_PAXgene Tissue miRNA,12/20/12,LCSET-4990,,,,,0.714906,10216,0.9506543,491,0.78145874,0.84506893,0.27103946,25868,0.58175546,0.77879786,250,221.15906,0.001446668,320,63754004,141711202,0.047667723,5476706,181341886,13706194,0.659159,147607,62697605,46072,0.025719868,0,0.10558533,0.4546179,0.6603865,82441264,0.001685897,984767,4862549,53217323,421,62956092,35105598,0.001556095,1187986,1.8520586,0.030200997,0.8480115,876,0.41824454,98.18317
GTEX-XLM4-0011-R6A-SM-4AT4B,,"C1, A1",,8.6,Brain,Brain - Nucleus accumbens (basal ganglia),1882,,,Actual Death,BP-34513,RNA isolation_PAXgene Tissue miRNA,12/18/12,LCSET-3137,5/15/13,TrueSeq.v1,USE ME,,0.9345421,90334,0.9592859,643,0.9401417,0.8587607,0.3247215,26554,0.7930171,0.7150929,76,59.859356,0.007599667,165,83161234,77298212,0.040148977,3013271,82219748,7185906,0.57691747,149624,37545163,44930,0.026374815,0,0.10052516,0.7455484,0.8073567,61298798,0.003888401,16266541,3745885,16360112,160,16437469,11799605,0.005755086,16580481,50.216568,0.036648996,0.9457413,881,0.20698299,50.1434
GTEX-XLM4-0011-R8A-SM-4AT44,,"C1, A1",,8.4,Brain,Brain - Hypothalamus,1898,,,Actual Death,BP-34615,RNA isolation_PAXgene Tissue miRNA,12/20/12,LCSET-3137,5/15/13,TrueSeq.v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTEX-XLM4-3026-SM-4AT6L,1,C1,"4 pieces, up to 7x4.5mm;",6.1,Brain,Brain - Cortex,1870,789,666,Actual Death,BP-32521,RNA isolation_PAXgene Tissue miRNA,10/24/12,LCSET-3137,5/15/13,TrueSeq.v1,USE ME,,0.92772007,66058,0.9699419,848,0.93498594,0.88518226,0.24217957,25084,0.7299618,0.815893,76,44.078247,0.007760786,158,47614312,61806100,0.029772887,2513662,66103778,5708506,0.6392837,145020,29940622,65485,0.035087973,0,0.084759675,0.682504,0.82763296,45116091,0.004019531,13053021,2715179,13227165,136,13249423,7520252,0.005904695,13439427,50.35596,0.038025998,0.94225174,830,0.27003822,50.33132
GTEX-XMD1-0011-R10A-SM-4AT4A,,"C1, A1",,6.9,Brain,Brain - Frontal Cortex (BA9),9834,,,Actual Death,BP-34648,RNA isolation_PAXgene Tissue miRNA,12/21/12,LCSET-3137,5/15/13,TrueSeq.v1,USE ME,,0.9344741,73183,0.97058594,815,0.94062114,0.88780195,0.26750055,24939,0.7180961,0.80103433,76,44.893066,0.007717677,271,44164919,60941241,0.029074712,3946903,64788298,5721586,0.62266684,145124,29599820,66779,0.03851373,0,0.082784005,0.67545635,0.8350853,43761662,0.004078253,12571920,2864249,12737596,140,12725817,8493687,0.005909857,12919850,50.378296,0.06092,0.94676816,843,0.281904,50.3273
GTEX-XMD1-0011-R5A-SM-4AT47,,"C1, A1",,7.8,Brain,Brain - Caudate (basal ganglia),1873,,,Actual Death,BP-34615,RNA isolation_PAXgene Tissue miRNA,12/20/12,LCSET-3137,5/15/13,TrueSeq.v1,USE ME,,0.9257306,84954,0.96151215,830,0.93220985,0.844058,0.29812762,26453,0.73654467,0.79382485,76,41.697987,0.00789558,148,50691360,64275220,0.038172394,4477981,68949306,6027578,0.592546,149671,31120948,62602,0.034855105,0,0.11745419,0.6866142,0.7868391,47341571,0.004137305,13588775,3541842,13772529,128,13806875,8088547,0.006029503,13934656,50.230305,0.064945996,0.9386891,847,0.2634553,50.33579
GTEX-XMD1-0011-R6A-SM-4AT5K,,"C1, A1",,7.4,Brain,Brain - Nucleus accumbens (basal ganglia),1882,,,Actual Death,BP-34615,RNA isolation_PAXgene Tissue miRNA,12/20/12,LCSET-3137,5/15/13,TrueSeq.v1,USE ME,,0.9235666,82090,0.9585615,862,0.93037874,0.86986065,0.3210238,25340,0.6856779,0.81312793,76,37.715355,0.007832077,140,36937787,59092658,0.04115694,5703740,63514626,5539602,0.6110051,145617,28629345,65332,0.036865268,0,0.08870089,0.6379401,0.8092998,40518526,0.004281231,12420901,3556265,12642693,123,12659594,6864984,0.006069655,12770942,50.218925,0.089802,0.9371909,851,0.31432217,50.44246
GTEX-XMD1-0011-R8A-SM-4AT48,,"C1, A1",,7.5,Brain,Brain - Hypothalamus,1898,,,Actual Death,BP-34648,RNA isolation_PAXgene Tissue miRNA,12/21/12,LCSET-3137,5/15/13,TrueSeq.v1,USE ME,,0.93037677,96297,0.96694833,687,0.9367546,0.8505143,0.26721993,26641,0.76661783,0.80845386,76,51.708187,0.00770931,218,65124268,70353575,0.03275066,3565464,75103528,6484078,0.58760643,150180,34087898,41445,0.024880521,0,0.11643394,0.71813273,0.7967232,53934302,0.004075516,14793297,3533532,14891697,146,14937913,9914440,0.005904783,15154719,50.36023,0.04747399,0.94313246,889,0.23338221,50.16574
GTEX-XMD1-2926-SM-4AT42,1,C1,4 pieces up to 6x5mm;,6.1,Brain,Brain - Cortex,1870,990,1376,Actual Death,BP-32697,RNA isolation_PAXgene Tissue miRNA,10/31/12,LCSET-3137,5/15/13,TrueSeq.v1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GTEX-XOTO-0011-R5A-SM-4B657,,"C1, A1",,6.9,Brain,Brain - Caudate (basal ganglia),1873,,,Actual Death,BP-34648,RNA isolation_PAXgene Tissue miRNA,12/21/12,LCSET-3141,5/13/13,TrueSeq.v1,USE ME,,0.93965334,85066,0.968397,805,0.9471589,0.90233284,0.3005897,26682,0.5264011,0.7783442,76,55.686836,0.00251123,408,35467868,103695107,0.031407174,10304162,109480158,11182274,0.6720487,149193,50498166,61428,0.03360392,0,0.06606427,0.49858546,0.8546525,54585215,0.002456566,22161105,6170835,22602520,339,22603013,8996341,0.002484115,22863272,50.286213,0.09411899,0.95466447,851,0.47359896,50.49305
GTEX-XOTO-0011-R6B-SM-4B65X,,"C1, A1",,6.7,Brain,Brain - Nucleus accumbens (basal ganglia),1882,,,Actual Death,BP-34648,RNA isolation_PAXgene Tissue miRNA,12/21/12,LCSET-3141,5/13/13,TrueSeq.v1,USE ME,,0.9335392,68415,0.9703402,902,0.94190633,0.90105325,0.2655361,25200,0.5652814,0.85506386,76,38.656868,0.002559847,312,27872381,71120307,0.029484041,6639385,75506766,7047844,0.6814134,144419,34555937,67652,0.037227433,0,0.06928698,0.53244215,0.84870774,40202983,0.002563182,15161926,3891153,15393335,310,15396264,6135012,0.002561499,15700774,50.489613,0.08793099,0.9502735,830,0.43471867,50.378674
GTEX-XOTO-0011-R8A-SM-4B65J,,"C1, A1",,6.4,Brain,Brain - Hypothalamus,1898,,,Actual Death,BP-34648,RNA isolation_PAXgene Tissue miRNA,12/21/12,LCSET-3141,5/13/13,TrueSeq.v1,USE ME,,0.9317353,93982,0.972064,687,0.9409154,0.8977736,0.25599396,26751,0.59144616,0.8266123,76,58.47287,0.002544564,434,42133600,97574335,0.027701823,7624030,103701498,10679724,0.6400351,149800,47350431,47315,0.027565021,0,0.07429048,0.5565008,0.844729,57709963,0.002509612,20478198,5339172,21163180,351,21256645,9834917,0.002527259,21194731,49.92708,0.073519,0.95009553,865,0.40855387,50.82248
GTEX-XOTO-3026-SM-4B65M,1,C1,4 pieces. up to 6x6mm;,7.1,Brain,Brain - Cortex,1870,721,1130,Actual Death,BP-33777,RNA isolation_PAXgene Tissue miRNA,11/30/12,LCSET-3141,5/13/13,TrueSeq.v1,USE ME,,0.93665624,98955,0.9628645,585,0.94508904,0.87259567,0.3408807,27169,0.6876637,0.7877073,76,71.08195,0.002452183,407,64843840,102215848,0.036794968,5519460,108154730,10739918,0.6115269,150696,49636101,40916,0.02365501,0,0.09026897,0.6499034,0.82468057,70290128,0.002436062,21395092,5734009,21779407,343,21908881,12434384,0.002444195,22035690,50.14428,0.051032998,0.95352185,905,0.3123363,50.445072
GTEX-Y111-2726-SM-4TT3N,2,B1,"2 pieces, 8x5 & 8x7mm. Up to 1 mm meninges on 1 piece.",5.9,Brain,Brain - Cortex,1870,1668,906,Actual Death,BP-41604,RNA Extraction from Paxgene-derived Lysate Plate Based,7/31/13,LCSET-4014,10/6/13,TrueSeq.v1,USE ME,,0.93200046,164357,0.95765686,638,0.9394158,0.8894825,0.2866011,27151,0.5518531,0.72382224,76,83.382614,0.002659433,538,55582174,147783461,0.0420426,9967585,157314214,13012342,0.6365534,150879,71799223,43042,0.02304732,0,0.0681743,0.51841956,0.83559394,81554758,0.00252674,31111435,9245864,31438678,516,31605367,16794119,0.00259361,31906269,50.236885,0.063361,0.9468312,875,0.44814694,50.261585
GTEX-Y8DK-0011-R10A-SM-4SOK1,,"B1, A1",,8.9,Brain,Brain - Frontal Cortex (BA9),9834,,,Presumed Death,BP-40981,RNA isolation_PAXgene Tissue miRNA,7/18/13,LCSET-3995,9/19/13,TrueSeq.v1,USE ME,,0.9407863,58407,0.9596203,945,0.9472103,0.896095,0.29619008,24290,0.7499685,0.7638412,76,42.091835,0.003862579,172,48247387,56845998,0.03991171,2938471,60014126,3313770,0.6244594,142978,27642840,81364,0.044729803,0,0.06352535,0.71037793,0.8487904,42632712,0.002308558,11907985,2802621,12086260,163,12124860,7644866,0.003090838,12192407,50.138885,0.048962988,0.95363426,833,0.2500314,50.3715
GTEX-Y8DK-0011-R5B-SM-4RTW6,,"B1, A1",,8.5,Brain,Brain - Caudate (basal ganglia),1873,,,Presumed Death,BP-40979,RNA isolation_PAXgene Tissue miRNA,7/18/13,LCSET-3905,9/11/13,TrueSeq.v1,USE ME,,0.9249596,53107,0.9524962,942,0.93047446,0.86367655,0.29694694,25066,0.68626857,0.8381207,76,32.253956,0.00990325,131,33692301,53970398,0.047234133,4727368,58003098,3134998,0.65200394,145348,26218986,66444,0.037943587,0,0.088819616,0.63855535,0.803629,37038187,0.005279996,11207570,3139648,11680759,103,11659708,5711924,0.007605324,11496917,49.6485,0.081502,0.93598926,835,0.31373146,51.03369
GTEX-Y8DK-0011-R6A-SM-4V6EG,,"B1, A1",,7.8,Brain,Brain - Nucleus accumbens (basal ganglia),1882,,,Presumed Death,BP-40979,RNA isolation_PAXgene Tissue miRNA,7/18/13,LCSET-4035,10/13/13,TrueSeq.v1,USE ME,,0.94263065,101363,0.9584617,750,0.94729483,0.8726683,0.27664378,26341,0.65349174,0.8372285,76,54.917107,0.002731773,429,48251739,88257889,0.041275643,7167161,93168342,6417456,0.6354111,148205,42945388,54766,0.028674575,0,0.08579338,0.6190493,0.82667416,57675799,0.002649139,18361044,4440968,18670457,363,18649039,10035431,0.00269066,18737997,50.118965,0.076927,0.95195895,858,0.3465083,50.41777
GTEX-Y8DK-0826-SM-4TT3T,2,B1,2 pieces 5 x 2 mm and the second is composed of multiple fragments estimated to 5 x 5 mm in aggregate dimension.,7.1,Brain,Brain - Cortex,1870,1285,403,Presumed Death,BP-41604,RNA Extraction from Paxgene-derived Lysate Plate Based,7/31/13,LCSET-4014,10/6/13,TrueSeq.v1,USE ME,,0.93551654,89833,0.9624219,860,0.9428113,0.9015958,0.30107582,25625,0.6123938,0.86506045,76,55.63312,0.002898884,391,43203450,92226679,0.037272252,6384380,97820928,8241252,0.64800066,146986,44816538,66583,0.037537433,0,0.06082612,0.57737184,0.8500347,56479049,0.002757974,19478848,4928093,19723872,375,19816785,10312850,0.002828974,19983023,50.208847,0.06526599,0.9501061,837,0.3876062,50.312508
GTEX-YFC4-0011-R10a-SM-4SOK5,,"C1, A1",,8.4,Brain,Brain - Frontal Cortex (BA9),9834,,,Actual Death,BP-41079,RNA isolation_PAXgene Tissue miRNA,7/19/13,LCSET-3995,9/19/13,TrueSeq.v1,USE ME,,0.93209684,72894,0.9503411,878,0.94032216,0.86612576,0.32942662,24851,0.781151,0.81162715,76,41.196087,0.003862735,212,56136517,55591583,0.049153842,3049335,59119718,3222954,0.60987234,144124,26935295,58758,0.034190413,0,0.08421536,0.7345336,0.81443727,43425420,0.002412218,11377026,2784698,11466860,161,11555294,7850492,0.003143821,11689322,50.2883,0.051578984,0.9485475,860,0.218849,50.196625
GTEX-YFC4-0011-R5a-SM-4RGLR,,"C1, A1",,8.3,Brain,Brain - Caudate (basal ganglia),1873,,,Actual Death,BP-40979,RNA isolation_PAXgene Tissue miRNA,7/18/13,LCSET-3879,9/26/13,TrueSeq.v1,USE ME,,0.93466264,92586,0.96775895,750,0.94127274,0.89199793,0.26506954,26503,0.55066305,0.8061171,76,52.372208,0.005784356,320,37971712,101992474,0.032028228,9992582,108355920,9356746,0.6280122,149490,49592747,47309,0.026297387,0,0.07576102,0.51832414,0.8396133,56163487,0.002648158,21627125,5353023,22332369,316,22330724,9095400,0.004227269,22238820,49.896896,0.09221999,0.9478828,878,0.44933698,50.802147
GTEX-YFC4-0011-R6b-SM-4V6E1,,"C1, A1",,7.7,Brain,Brain - Nucleus accumbens (basal ganglia),1882,,,Actual Death,BP-40981,RNA isolation_PAXgene Tissue miRNA,7/18/13,LCSET-4035,10/13/13,TrueSeq.v1,USE ME,,0.9406044,87175,0.9674891,902,0.9458686,0.8901262,0.25876015,25855,0.5578493,0.7939326,76,44.608128,0.002728239,474,31580550,82689575,0.032283306,7366513,87421836,7163594,0.6297407,147287,40200681,66011,0.035661228,0,0.07736282,0.52765214,0.8419425,46128322,0.002660241,17115522,3871711,17550902,357,17504952,8969050,0.002694429,17535198,50.043156,0.08426399,0.9511328,806,0.44215068,50.627956
GTEX-YFC4-0011-R8a-SM-4SOK3,,"C1, A1",,7.4,Brain,Brain - Hypothalamus,1898,,,Actual Death,BP-40981,RNA isolation_PAXgene Tissue miRNA,7/18/13,LCSET-3995,9/19/13,TrueSeq.v1,USE ME,,0.9329931,80055,0.95215243,862,0.9405528,0.8795106,0.27700505,25524,0.653356,0.7516545,76,42.87436,0.004065886,283,37512717,68426934,0.047590293,5489271,72751830,4028110,0.6304957,146919,33213379,62220,0.033874203,0,0.072641864,0.61451584,0.8272261,44707153,0.002595228,14048330,4152393,14349800,216,14372271,7964490,0.003336467,14478980,50.18493,0.075452,0.94811237,816,0.3466439,50.530792
GTEX-YFC4-3126-SM-5PNV6,1,C1,4  pieces,6.3,Brain,Brain - Cortex,1870,858,1258,Actual Death,BP-45374,RNA Extraction from Paxgene-derived Lysate Plate Based,10/31/13,LCSET-4917,3/27/14,TrueSeq.v1,USE ME,,0.9401669,64088,0.96754885,800,0.9466213,0.8744835,0.32172742,25402,0.7578671,0.7554637,76,51.133205,0.004037878,211,60067219,67861591,0.032067697,2937639,71688216,6501858,0.6342623,145663,32972656,59377,0.033749916,0,0.09306532,0.7174131,0.82780474,51430068,0.003099046,14228307,3022877,14474872,191,14518939,8777462,0.003571662,14573405,50.09361,0.04097799,0.9530756,852,0.24213289,50.42951
