Assay_Type_s	AssemblyName_s	AvgSpotLen_l	BioSample_s	Center_Name_s	Experiment_s	InsertSize_l	Instrument_s	LibraryLayout_s	LibrarySelection_s	LibrarySource_s	Library_Name_s	LoadDate_s	MBases_l	MBytes_l	ReleaseDate_s	Run_s	SRA_Sample_s	Sample_Name_s	data_type_s	instrument_name_s	lane_s	library_type_s	product_order_s	product_part_number_s	work_request_s	BioProject_s	Consent_s	Organism_s	Platform_s	SRA_Study_s
RNA-Seq	GRCh37	152	SAMN02789207	BI	SRX629430	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-232769	2014-10-04	5100	2215	2014-06-27	SRR1468469	SRS648307	GTEX-13S86-0526-SM-5QGPZ	RNA	SL-HDF	1	cDNAShotgunStrandAgnostic	PDO-3079	P-RNA-0002	40183	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02793135	BI	SRX629437	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-226911	2014-10-04	8632	4643	2014-06-27	SRR1468514	SRS648308	GTEX-13FHO-0011-R10b-SM-5J2MM	RNA	SL-HEL	5	cDNAShotgunStrandAgnostic	PDO-2910	P-RNA-0002	40031	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02789928	BI	SRX629447	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-216176	2014-10-04	6046	2787	2014-06-27	SRR1468532	SRS648309	GTEX-12WSG-2526-SM-5EQ4O	RNA	SL-HDG	1	cDNAShotgunStrandAgnostic	PDO-2832	P-RNA-0002	39961	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02792222	BI	SRX629457	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-224626	2014-10-04	6168	2948	2014-06-27	SRR1468553	SRS648310	GTEX-13PL7-1826-SM-5IJDV	RNA	SL-HDD	2	cDNAShotgunStrandAgnostic	PDO-2907	P-RNA-0002	40028	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02789088	BI	SRX629463	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-215588	2014-10-04	5236	2363	2014-06-27	SRR1468574	SRS648311	GTEX-132Q8-0011-R8b-SM-5DUWX	RNA	SL-HDF	1	cDNAShotgunStrandAgnostic	PDO-2680	P-RNA-0002	39828	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02790032	BI	SRX629474	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-226890	2014-10-04	8377	4509	2014-06-27	SRR1468595	SRS648312	GTEX-13O61-0526-SM-5J2M1	RNA	SL-HEL	6	cDNAShotgunStrandAgnostic	PDO-2910	P-RNA-0002	40031	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02792309	BI	SRX629479	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-187617	2014-10-04	8678	4365	2014-06-27	SRR1468613	SRS648313	GTEX-Y5V6-0826-SM-4VBRU	RNA	SL-HAT	7	cDNAShotgunStrandAgnostic	PDO-1948	P-RNA-0002	38011	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02793674	BI	SRX629484	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-232457	2014-10-04	5390	2400	2014-06-27	SRR1468637	SRS648314	GTEX-145MF-0726-SM-5Q5BT	RNA	SL-HDH	1	cDNAShotgunStrandAgnostic	PDO-3077	P-RNA-0002	40181	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02789161	BI	SRX629494	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-231505	2014-10-04	5162	2432	2014-06-27	SRR1468658	SRS648315	GTEX-ZTPG-0126-SM-5O9AL	RNA	SL-HDJ	2	cDNAShotgunStrandAgnostic	PDO-3018	P-RNA-0002	40121	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02793564	BI	SRX629505	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-228552	2014-10-04	6799	3465	2014-06-27	SRR1468682	SRS648316	GTEX-13NZB-0426-SM-5KM26	RNA	SL-HEF	4	cDNAShotgunStrandAgnostic	PDO-2913	P-RNA-0002	40034	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02787531	BI	SRX629516	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-208101	2014-10-04	7278	3689	2014-06-27	SRR1468700	SRS648317	GTEX-ZUA1-3126-SM-59HJ8	RNA	SL-HDH	2	cDNAShotgunStrandAgnostic	PDO-2455	P-RNA-0002	39175	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02791149	BI	SRX629522	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-231086	2014-10-04	6257	2810	2014-06-27	SRR1468722	SRS648318	GTEX-1122O-2026-SM-5NQ91	RNA	SL-HCC	1	cDNAShotgunStrandAgnostic	PDO-3016	P-RNA-0002	40118	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02792602	BI	SRX629538	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-218716	2014-10-04	6081	2829	2014-06-27	SRR1468744	SRS648319	GTEX-11ZTS-0226-SM-5EQKD	RNA	SL-HBV	1	cDNAShotgunStrandAgnostic	PDO-2872	P-RNA-0002	40007	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02791509	BI	SRX629549	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-232431	2014-10-04	5226	2304	2014-06-27	SRR1468766	SRS648320	GTEX-145MO-0326-SM-5Q5B3	RNA	SL-HDG	1	cDNAShotgunStrandAgnostic	PDO-3077	P-RNA-0002	40181	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02788108	BI	SRX629552	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-176190	2014-10-04	4551	2098	2014-06-27	SRR1468787	SRS648321	GTEX-QMRM-0326-SM-4R1K5	RNA	SL-HCB	2	cDNAShotgunStrandAgnostic	PDO-1689	P-RNA-0002	37441	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02792665	BI	SRX629561	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-231512	2014-10-04	6689	3330	2014-06-27	SRR1468804	SRS648322	GTEX-144GM-1726-SM-5O9AS	RNA	SL-HDJ	2	cDNAShotgunStrandAgnostic	PDO-3018	P-RNA-0002	40121	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02788538	BI	SRX629578	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-192555	2014-10-04	6495	2953	2014-06-27	SRR1468828	SRS648323	GTEX-ZLV1-0426-SM-4WWC2	RNA	SL-HDC	2	cDNAShotgunStrandAgnostic	PDO-2185	P-RNA-0002	38443	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02791025	BI	SRX629592	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-179008	2014-10-04	8281	4061	2014-06-27	SRR1468850	SRS648324	GTEX-ZAB4-0005-SM-4RGM8	RNA	SL-HDE	2	cDNAShotgunStrandAgnostic	PDO-1795	P-RNA-0002	37566	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02787703	BI	SRX629597	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-229751	2014-10-04	5158	2483	2014-06-27	SRR1468876	SRS648325	K-562-SM-5LU8G	RNA	SL-HDJ	1	cDNAShotgunStrandAgnostic	PDO-3009	P-RNA-0002	40111	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02792800	BI	SRX629609	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-224498	2014-10-04	5866	2833	2014-06-27	SRR1468893	SRS648326	GTEX-131XG-0426-SM-5IFGD	RNA	SL-HDG	2	cDNAShotgunStrandAgnostic	PDO-2906	P-RNA-0002	40027	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02792610	BI	SRX629614	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-229753	2014-10-04	4747	2306	2014-06-27	SRR1468914	SRS648327	GTEX-146FQ-1026-SM-5LU8I	RNA	SL-HEA	4	cDNAShotgunStrandAgnostic	PDO-3009	P-RNA-0002	40111	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02792706	BI	SRX629623	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-232488	2014-10-04	7156	3473	2014-06-27	SRR1468931	SRS648328	GTEX-1497J-0426-SM-5Q5CO	RNA	SL-HDB	2	cDNAShotgunStrandAgnostic	PDO-3078	P-RNA-0002	40182	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02792253	BI	SRX629628	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-229312	2014-10-04	6130	2833	2014-06-27	SRR1468955	SRS648329	GTEX-13OW7-0011-R10a-SM-5L3H3	RNA	SL-HBA	8	cDNAShotgunStrandAgnostic	PDO-2916	P-RNA-0002	40037	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02788147	BI	SRX629636	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-215589	2014-10-04	5365	2427	2014-06-27	SRR1468974	SRS648330	GTEX-131XW-0011-R8a-SM-5DUWY	RNA	SL-HDF	1	cDNAShotgunStrandAgnostic	PDO-2680	P-RNA-0002	39828	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02791062	BI	SRX629644	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-226878	2014-10-04	6752	3567	2014-06-27	SRR1468995	SRS648331	GTEX-13OW8-2126-SM-5J1OS	RNA	SL-HEL	4	cDNAShotgunStrandAgnostic	PDO-2909	P-RNA-0002	40030	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02788932	BI	SRX629653	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-223540	2014-10-04	6843	3272	2014-06-27	SRR1469014	SRS648332	GTEX-111VG-2626-SM-5GZY2	RNA	SL-HDF	2	cDNAShotgunStrandAgnostic	PDO-2893	P-RNA-0002	40022	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02792415	BI	SRX629659	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-178968	2014-10-04	6420	2958	2014-06-27	SRR1469036	SRS648333	K-562-SM-4RGL3	RNA	SL-HDG	2	cDNAShotgunStrandAgnostic	PDO-1795	P-RNA-0002	37566	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02789308	BI	SRX629671	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-226933	2014-10-04	5654	3053	2014-06-27	SRR1469062	SRS648334	GTEX-13JVG-2926-SM-5J2N9	RNA	SL-HEL	6	cDNAShotgunStrandAgnostic	PDO-2910	P-RNA-0002	40031	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02793777	BI	SRX629680	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-223595	2014-10-04	6799	3210	2014-06-27	SRR1469080	SRS648335	GTEX-11EM3-0726-SM-5GZZM	RNA	SL-HBW	2	cDNAShotgunStrandAgnostic	PDO-2894	P-RNA-0002	40023	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02793217	BI	SRX629695	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-206540	2014-10-04	5814	2983	2014-06-27	SRR1469102	SRS648336	GTEX-ZTSS-0226-SM-59877	RNA	SL-HDB	1	cDNAShotgunStrandAgnostic	PDO-2454	P-RNA-0002	39172	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02787347	BI	SRX629701	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-232802	2014-10-04	4331	1900	2014-06-27	SRR1469124	SRS648337	GTEX-13S7M-0826-SM-5QGQX	RNA	SL-HDB	2	cDNAShotgunStrandAgnostic	PDO-3079	P-RNA-0002	40183	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02793032	BI	SRX629715	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-231438	2014-10-04	6360	3020	2014-06-27	SRR1469145	SRS648338	GTEX-144GN-0726-SM-5O98O	RNA	SL-HDH	2	cDNAShotgunStrandAgnostic	PDO-3018	P-RNA-0002	40121	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02788864	BI	SRX629722	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-193623	2014-10-04	8901	4531	2014-06-27	SRR1469169	SRS648339	GTEX-ZP4G-0003-SM-4WWED	RNA	SL-HDH	2	cDNAShotgunStrandAgnostic	PDO-2186	P-RNA-0002	38463	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02788596	BI	SRX629739	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-192538	2014-10-04	7013	3196	2014-06-27	SRR1469192	SRS648340	GTEX-ZF2S-0926-SM-4WWBJ	RNA	SL-HBV	2	cDNAShotgunStrandAgnostic	PDO-2185	P-RNA-0002	38443	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02792539	BI	SRX629747	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-193635	2014-10-04	9057	4547	2014-06-27	SRR1469214	SRS648341	GTEX-ZGAY-0826-SM-4WWEP	RNA	SL-HDH	1	cDNAShotgunStrandAgnostic	PDO-2186	P-RNA-0002	38463	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02789413	BI	SRX629754	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-230216	2014-10-04	6040	2836	2014-06-27	SRR1469237	SRS648342	GTEX-13FTW-1426-SM-5LZWZ	RNA	SL-HEE	4	cDNAShotgunStrandAgnostic	PDO-3011	P-RNA-0002	40113	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02790070	BI	SRX629766	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-224558	2014-10-04	6029	2907	2014-06-27	SRR1469258	SRS648343	GTEX-133LE-2126-SM-5IJBX	RNA	SL-HDG	1	cDNAShotgunStrandAgnostic	PDO-2907	P-RNA-0002	40028	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02791171	BI	SRX629769	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-230683	2014-10-04	6954	3453	2014-06-27	SRR1469279	SRS648344	GTEX-11O72-2126-SM-5N9FO	RNA	SL-HEA	2	cDNAShotgunStrandAgnostic	PDO-3015	P-RNA-0002	40117	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02792453	BI	SRX629783	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-232812	2014-10-04	4049	1741	2014-06-27	SRR1469300	SRS648345	GTEX-11H98-0008-SM-5QGR8	RNA	SL-HDE	1	cDNAShotgunStrandAgnostic	PDO-3079	P-RNA-0002	40183	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02787302	BI	SRX629789	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-194803	2014-10-04	6018	3021	2014-06-27	SRR1469321	SRS648346	GTEX-ZVT2-2626-SM-51MTD	RNA	SL-HBW	2	cDNAShotgunStrandAgnostic	PDO-2215	P-RNA-0002	38623	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02787815	BI	SRX629806	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-232577	2014-10-04	6428	3074	2014-06-27	SRR1469345	SRS648347	GTEX-14ABY-1126-SM-5Q5F8	RNA	SL-HDH	1	cDNAShotgunStrandAgnostic	PDO-3078	P-RNA-0002	40182	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02790196	BI	SRX629809	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-224472	2014-10-04	6509	3146	2014-06-27	SRR1469369	SRS648348	GTEX-13CF3-0126-SM-5IFFM	RNA	SL-HDC	1	cDNAShotgunStrandAgnostic	PDO-2906	P-RNA-0002	40027	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02793115	BI	SRX629825	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-220286	2014-10-04	4826	2151	2014-06-27	SRR1469390	SRS648349	GTEX-131XH-2626-SM-5GCNP	RNA	SL-HDH	2	cDNAShotgunStrandAgnostic	PDO-2874	P-RNA-0002	40012	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02792916	BI	SRX629835	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-226868	2014-10-04	4694	2460	2014-06-27	SRR1469413	SRS648350	GTEX-13O21-3126-SM-5J1OI	RNA	SL-HDH	2	cDNAShotgunStrandAgnostic	PDO-2909	P-RNA-0002	40030	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02788805	BI	SRX629837	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-215696	2014-10-04	6986	3443	2014-06-27	SRR1469432	SRS648351	GTEX-ZYT6-1526-SM-5E45F	RNA	SL-HDE	1	cDNAShotgunStrandAgnostic	PDO-2681	P-RNA-0002	39829	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02789626	BI	SRX629855	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-179146	2014-10-04	4943	2173	2014-06-27	SRR1469455	SRS648352	GTEX-WYVS-0826-SM-4RTXB	RNA	SL-HBV	1	cDNAShotgunStrandAgnostic	PDO-1826	P-RNA-0002	37671	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02789790	BI	SRX629859	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-226961	2014-10-04	7169	3869	2014-06-27	SRR1469477	SRS648353	GTEX-13OVJ-0626-SM-5J2O2	RNA	SL-HEK	3	cDNAShotgunStrandAgnostic	PDO-2910	P-RNA-0002	40031	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02789083	BI	SRX629866	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-211556	2014-10-04	6998	3656	2014-06-27	SRR1469495	SRS648354	GTEX-11TUW-0011-R5b-SM-5BC6Q	RNA	SL-HDG	2	cDNAShotgunStrandAgnostic	PDO-2518	P-RNA-0002	39224	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
WXS	GRCh37	152	SAMN02792620	BI	SRX629885	150	Illumina HiSeq 2000	PAIRED	Hybrid Selection	GENOMIC	Pond-275616	2014-10-04	7097	3356	2014-06-27	SRR1469517	SRS648355	GTEX-SJXC-0003-SM-4SVPY	Exome	SL-HAM	2	HybridSelection	PDO-1857	P-EX-0005	38004	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02792771	BI	SRX629889	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-212820	2014-10-04	7234	3377	2014-06-27	SRR1469547	SRS648356	GTEX-11EMC-2026-SM-5A5JV	RNA	SL-HBV	1	cDNAShotgunStrandAgnostic	PDO-2463	P-RNA-0002	39180	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02787439	BI	SRX629901	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-232790	2014-10-04	4403	1916	2014-06-27	SRR1469570	SRS648357	GTEX-14B4R-2026-SM-5QGQL	RNA	SL-HDE	1	cDNAShotgunStrandAgnostic	PDO-3079	P-RNA-0002	40183	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02793604	BI	SRX629911	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-215678	2014-10-04	6436	3233	2014-06-27	SRR1469591	SRS648358	GTEX-ZYFC-1126-SM-5E44W	RNA	SL-HDH	2	cDNAShotgunStrandAgnostic	PDO-2681	P-RNA-0002	39829	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02791070	BI	SRX629923	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-188438	2014-10-04	7393	3488	2014-06-27	SRR1469614	SRS648359	GTEX-YB5K-0005-SM-4VDSP	RNA	SL-HAN	1	cDNAShotgunStrandAgnostic	PDO-1949	P-RNA-0002	38013	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02788453	BI	SRX629929	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-233530	2014-10-04	6759	3098	2014-06-27	SRR1469638	SRS648360	GTEX-UPK5-0326-SM-5SI81	RNA	SL-HDG	2	cDNAShotgunStrandAgnostic	PDO-3129	P-RNA-0002	40227	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02788993	BI	SRX629949	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-215863	2014-10-04	4946	2405	2014-06-27	SRR1469662	SRS648361	GTEX-13113-1526-SM-5EGHV	RNA	SL-HDD	1	cDNAShotgunStrandAgnostic	PDO-2830	P-RNA-0002	39959	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02791010	BI	SRX629954	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-215638	2014-10-04	6693	3346	2014-06-27	SRR1469681	SRS648362	GTEX-ZZ64-1226-SM-5E43R	RNA	SL-HDD	2	cDNAShotgunStrandAgnostic	PDO-2681	P-RNA-0002	39829	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02788915	BI	SRX629972	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-215604	2014-10-04	4736	2103	2014-06-27	SRR1469704	SRS648363	GTEX-12WSL-1226-SM-5DUXE	RNA	SL-HDJ	2	cDNAShotgunStrandAgnostic	PDO-2680	P-RNA-0002	39828	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02788829	BI	SRX629977	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-230642	2014-10-04	8548	4230	2014-06-27	SRR1469725	SRS648364	GTEX-12ZZY-1426-SM-5N9EI	RNA	SL-HEA	7	cDNAShotgunStrandAgnostic	PDO-3015	P-RNA-0002	40117	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02790660	BI	SRX629983	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-212852	2014-10-04	9458	4440	2014-06-27	SRR1469746	SRS648365	GTEX-11GS4-2326-SM-5A5KS	RNA	SL-HDD	1	cDNAShotgunStrandAgnostic	PDO-2463	P-RNA-0002	39180	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02793598	BI	SRX629997	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-223615	2014-10-04	6030	2847	2014-06-27	SRR1469769	SRS648366	GTEX-113JC-1026-SM-5H117	RNA	SL-HDE	1	cDNAShotgunStrandAgnostic	PDO-2894	P-RNA-0002	40023	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02789025	BI	SRX630003	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-191584	2014-10-04	5108	2425	2014-06-27	SRR1469791	SRS648367	GTEX-ZF28-0826-SM-4WKGJ	RNA	SL-HDG	2	cDNAShotgunStrandAgnostic	PDO-2180	P-RNA-0002	38406	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
RNA-Seq	GRCh37	152	SAMN02789511	BI	SRX630017	150	Illumina HiSeq 2000	PAIRED	cDNA	TRANSCRIPTOMIC	Solexa-187548	2014-10-04	7229	3624	2014-06-27	SRR1469815	SRS648368	GTEX-Y8E4-1826-SM-4VBPV	RNA	SL-HBB	3	cDNAShotgunStrandAgnostic	PDO-1948	P-RNA-0002	38011	PRJNA75899	GRU	Homo sapiens	ILLUMINA	SRP012682
